Row #	Gene	Transcripts	OMIM phenotype ID	Disorder group	Inheritance mode (AR/AR-AD)
1236	OSTM1	ENST00000193322	259720	Multi-system	AR
1237	OTOA	ENST00000286149, ENST00000388958, ENST00000388956, ENST00000388957	607039	Deafness	AR
1238	OTOF	ENST00000272371, ENST00000403946, ENST00000338581, ENST00000339598, ENST00000402415	601071	Deafness	AR
1239	OTOG	ENST00000399391, ENST00000399397, ENST00000342528	614945	Deafness	AR
1240	OTOGL	ENST00000547103, ENST00000458043	614944	Deafness	AR
1241	OTUD6B	ENST00000615618, ENST00000617869, ENST00000285420, ENST00000404789	617452	ID	AR
1242	OTULIN	ENST00000284274	617099	Immune system	AR
1243	OXCT1	ENST00000196371, ENST00000509987, ENST00000512084, ENST00000510634	245050	Metabolic	AR-AD
1244	P2RY12	ENST00000302632	609821	Hematologic	AR
1245	P3H1	ENST00000397054, ENST00000236040, ENST00000296388	610915	Skeletal	AR
1246	P3H2	ENST00000319332, ENST00000427335	614292	Blindness	AR
1247	PAH	ENST00000553106, ENST00000307000	261600	Metabolic-ID	AR
1248	PAM16	ENST00000577031, ENST00000318059, ENST00000573553, ENST00000575848, ENST00000571941, ENST00000576217	613320	Skeletal	AR
1249	PANK2	ENST00000497424, ENST00000316562, ENST00000610179, ENST00000621507	607236	Metabolic-ID	AR
1250	PAPSS2	ENST00000361175, ENST00000456849	612847	Skeletal	AR
1251	PARK7	ENST00000338639, ENST00000493678, ENST00000377493, ENST00000377491, ENST00000377488	606324	Neuromuscular	AR
1252	PARN	ENST00000437198, ENST00000420015, ENST00000341484, ENST00000539279	616353	ID	AR-AD
1253	PATL2	ENST00000560775, ENST00000434130, ENST00000560780	614661	Endocrine	AR
1254	PAX1	ENST00000398485, ENST00000613128, ENST00000444366	615560	ID	AR
1255	PAX3	ENST00000392069, ENST00000344493, ENST00000350526, ENST00000336840, ENST00000392070, ENST00000409551, ENST00000409828, ENST00000258387	148820	Multi-system	AR-AD
1256	PC	ENST00000393958, ENST00000393960, ENST00000524491, ENST00000529047, ENST00000393955, ENST00000628663	266150	Metabolic-ID	AR
1257	PCBD1	ENST00000299299	264070	Metabolic	AR
1258	PCCA	ENST00000376279, ENST00000376286, ENST00000376285	606054	Metabolic-ID	AR
1259	PCCB	ENST00000471595, ENST00000478469, ENST00000251654, ENST00000462637, ENST00000466072, ENST00000468777, ENST00000482086, ENST00000483687, ENST00000490504, ENST00000469217	606054	Metabolic-ID	AR
1260	PCDH12	ENST00000231484	251280	ID	AR
1261	PCDH15	ENST00000373965, ENST00000414778, ENST00000614895, ENST00000616114, ENST00000621708, ENST00000495484, ENST00000395440, ENST00000395442, ENST00000617271, ENST00000395446, ENST00000409834, ENST00000613657, ENST00000395445, ENST00000395438, ENST00000612394, ENST00000395432, ENST00000617051, ENST00000622048, ENST00000361849, ENST00000373957, ENST00000395430, ENST00000395433, ENST00000437009, ENST00000320301, ENST00000373955	609533	Multi-system	AR
1262	PCK2	ENST00000559250, ENST00000216780, ENST00000396973, ENST00000545054, ENST00000561286, ENST00000558096	261650	Metabolic	AR
1263	PCNT	ENST00000359568	210720	ID	AR
1264	PCSK1	ENST00000311106, ENST00000508626	600955	Endocrine	AR
1265	PCYT1A	ENST00000419333, ENST00000292823, ENST00000431016	608940	Metabolic	AR
1266	PDE6A	ENST00000617647, ENST00000255266, ENST00000613228	613810	Blindness	AR-AD
1267	PDE6B	ENST00000255622, ENST00000496514, ENST00000429163	613801	Blindness	AR-AD
1268	PDE6C	ENST00000371447	613093	Blindness	AR
1269	PDE6G	ENST00000331056, ENST00000573076, ENST00000571224, ENST00000571004	613582	Blindness	AR
1270	PDE6H	ENST00000266395	610024	Blindness	AR-AD
1271	PDHB	ENST00000302746, ENST00000485460, ENST00000474765	614111	Metabolic	AR-AD
1272	PDHX	ENST00000448838, ENST00000227868, ENST00000430469	245349	Metabolic-ID	AR
1273	PDP1	ENST00000297598, ENST00000520728, ENST00000396200, ENST00000517764	608782	Metabolic-ID	AR
1274	PDSS1	ENST00000376215	614651	Metabolic-ID	AR
1275	PDSS2	ENST00000369037, ENST00000369031	614652	Metabolic-ID	AR
1276	PDX1	ENST00000381033	260370	Neuromuscular	AR
1277	PDZD7	ENST00000619208, ENST00000370215, ENST00000470414	618003	Multi-system	AR
1278	PEPD	ENST00000244137, ENST00000397032, ENST00000436370	170100	Metabolic-ID	AR
1279	PET100	ENST00000594797, ENST00000456958, ENST00000601406	220110	Metabolic-ID	AR
1280	PEX1	ENST00000438045, ENST00000248633, ENST00000428214	214100	Metabolic-ID	AR
1281	PEX10	ENST00000288774, ENST00000447513, ENST00000507596	614870	Metabolic-ID	AR
1282	PEX12	ENST00000225873, ENST00000613219	614859	Metabolic-ID	AR
1283	PEX13	ENST00000444100, ENST00000401576, ENST00000295030, ENST00000414712	614883	Metabolic-ID	AR
1284	PEX14	ENST00000356607	614887	Metabolic	AR
1285	PEX16	ENST00000241041, ENST00000378750, ENST00000532681	614876	Metabolic-ID	AR
1286	PEX19	ENST00000368072	614886	Metabolic-ID	AR
1287	PEX2	ENST00000357039, ENST00000520103, ENST00000522527	614866	Metabolic-ID	AR
1288	PEX26	ENST00000610387, ENST00000329627, ENST00000399744, ENST00000428061	614872	Metabolic-ID	AR
1289	PEX3	ENST00000367591	614882	Metabolic-ID	AR
1290	PEX5	ENST00000455147, ENST00000266563, ENST00000434354, ENST00000420616, ENST00000412720, ENST00000266564	214110	Metabolic-ID	AR
1291	PEX6	ENST00000304611, ENST00000244546	614862	Metabolic-ID	AR-AD
1292	PEX7	ENST00000318471, ENST00000541292, ENST00000367756	614879	Metabolic-ID	AR
1293	PFKM	ENST00000340802, ENST00000359794, ENST00000629846, ENST00000551804, ENST00000547587, ENST00000312352	232800	Metabolic	AR
1294	PGAM2	ENST00000297283	261670	Metabolic	AR
1295	PGAP1	ENST00000354764, ENST00000409475, ENST00000409188	615802	Metabolic-ID	AR
1296	PGAP2	ENST00000396986, ENST00000300730, ENST00000396993, ENST00000532523, ENST00000459679, ENST00000464229, ENST00000464261, ENST00000490830, ENST00000464906, ENST00000464441, ENST00000465307, ENST00000493547, ENST00000396991, ENST00000278243, ENST00000463452, ENST00000479072, ENST00000496834	614207	Metabolic-ID	AR
1297	PGAP3	ENST00000579146, ENST00000300658, ENST00000619169, ENST00000378011, ENST00000429199	615716	Metabolic-ID	AR
1298	PGM1	ENST00000371084, ENST00000540265, ENST00000371083	614921	Metabolic	AR
1299	PGM3	ENST00000513973, ENST00000616566, ENST00000512866, ENST00000283977, ENST00000506587	615816	Metabolic-ID	AR
1300	PHGDH	ENST00000641597, ENST00000641023, ENST00000641074, ENST00000641115, ENST00000369409	601815	Metabolic-ID	AR
1301	PHKB	ENST00000566044, ENST00000299167, ENST00000323584	261750	Metabolic	AR
1302	PHKG2	ENST00000563588, ENST00000424889, ENST00000328273	613027	Metabolic	AR
1303	PHOX2A	ENST00000298231	602078	Blindness	AR
1304	PHYH	ENST00000396913, ENST00000263038, ENST00000396920	266500	Metabolic	AR
1305	PI4KA	ENST00000255882	616531	ID	AR
1306	PIBF1	ENST00000326291, ENST00000617689, ENST00000615625	617767	Cilia+Kidney	AR
1307	PIEZO2	ENST00000302079, ENST00000383408, ENST00000503781, ENST00000580640, ENST00000538948	617146	Neuromuscular	AR-AD
1308	PIGC	ENST00000344529, ENST00000367728	617816	Metabolic-ID	AR
1309	PIGG	ENST00000310340, ENST00000453061, ENST00000504346, ENST00000383028, ENST00000503111, ENST00000509768	616917	ID	AR
1310	PIGH	ENST00000216452, ENST00000560722, ENST00000559581	618010	Multi-system	AR
1311	PIGL	ENST00000581006, ENST00000225609, ENST00000395844	280000	Metabolic-ID	AR
1312	PIGM	ENST00000368090	610293	Metabolic	AR
1313	PIGN	ENST00000640252, ENST00000639912, ENST00000640876, ENST00000357637, ENST00000640145, ENST00000638977, ENST00000638167, ENST00000640540, ENST00000639342, ENST00000638435, ENST00000400334, ENST00000639902, ENST00000639758, ENST00000638936, ENST00000638369, ENST00000640050, ENST00000638183, ENST00000639174, ENST00000638329, ENST00000589339, ENST00000588571, ENST00000638591, ENST00000586566, ENST00000591238, ENST00000589720, ENST00000585458	614080	Metabolic-ID	AR
1314	PIGO	ENST00000298004, ENST00000361778, ENST00000378617	614749	Metabolic-ID	AR
1315	PIGP	ENST00000360525, ENST00000464265, ENST00000399102, ENST00000399103, ENST00000399098	617599	Metabolic	AR
1316	PIGT	ENST00000279036, ENST00000279035, ENST00000543458, ENST00000372689, ENST00000639499, ENST00000638594, ENST00000640210, ENST00000545755	615398	Metabolic-ID	AR-AD
1317	PIGV	ENST00000078527, ENST00000374145	239300	Metabolic-ID	AR
1318	PIGW	ENST00000614443, ENST00000620233	616025	Metabolic-ID	AR
1319	PIGY	ENST00000527353	616809	Metabolic-ID	AR
1320	PIK3R5	ENST00000447110, ENST00000611902, ENST00000616147, ENST00000623421, ENST00000581552, ENST00000584803	615217	Metabolic	AR
1321	PINK1	ENST00000321556	605909	Neuromuscular	AR
1322	PIP5K1C	ENST00000335312, ENST00000539785, ENST00000537021, ENST00000589578	611369	Metabolic	AR
1323	PKD1L1	ENST00000289672	617205	-	AR
1324	PKHD1	ENST00000371117, ENST00000340994	263200	Cilia+Kidney	AR
1325	PKLR	ENST00000392414, ENST00000342741	266200	Metabolic	AR-AD
1326	PKP1	ENST00000263946, ENST00000367324, ENST00000352845	604536	Dermatologic	AR-AD
1327	PLA2G6	ENST00000332509, ENST00000335539, ENST00000402064, ENST00000436218, ENST00000447598, ENST00000435484, ENST00000417303	256600	Metabolic-ID	AR
1328	PLA2G7	ENST00000274793, ENST00000537365	614278	Metabolic	AR
1329	PLAA	ENST00000397292, ENST00000520884	617527	ID	AR
1330	PLCB1	ENST00000637919, ENST00000378641, ENST00000338037, ENST00000629992, ENST00000404098, ENST00000378637, ENST00000612075, ENST00000617005	613722	Metabolic-ID	AR
1331	PLCD1	ENST00000463876, ENST00000334661	151600	Metabolic	AR-AD
1332	PLCE1	ENST00000371380, ENST00000371385, ENST00000371375	610725	Metabolic	AR
1333	PLD1	ENST00000356327, ENST00000351298, ENST00000627725, ENST00000331659	212093	-	AR
1334	PLEC	ENST00000345136, ENST00000357649, ENST00000354589, ENST00000398774, ENST00000322810, ENST00000354958, ENST00000356346, ENST00000436759, ENST00000527096	612138	Multi-system	AR-AD
1335	PLEKHG2	ENST00000425673, ENST00000458508, ENST00000409797	616763	ID	AR
1336	PLEKHG5	ENST00000537245, ENST00000377748, ENST00000377732, ENST00000400915, ENST00000377740, ENST00000535355, ENST00000400913, ENST00000340850, ENST00000377725, ENST00000377728	611067	Neuromuscular	AR
1337	PLG	ENST00000366924, ENST00000308192	217090	Multi-system	AR
1338	PLK4	ENST00000270861, ENST00000515069, ENST00000513090, ENST00000507249, ENST00000514379	616171	ID	AR
1339	PLOD1	ENST00000196061	225400	Metabolic	AR
1340	PLOD2	ENST00000461497, ENST00000282903, ENST00000360060, ENST00000494950	609220	Metabolic	AR
1341	PLOD3	ENST00000223127	612394	Metabolic	AR
1342	PLPBP	ENST00000328195	617290	Metabolic-ID	AR
1343	PMM2	ENST00000566983, ENST00000268261, ENST00000569958	212065	Metabolic-ID	AR
1344	PMPCA	ENST00000371717, ENST00000399219	213200	Metabolic-ID	AR
1345	PMPCB	ENST00000249269, ENST00000428154	617954	Metabolic-ID	AR
1346	PMS2	ENST00000265849, ENST00000441476, ENST00000382321	276300	Multi-system	AR
1347	PNKP	ENST00000600910, ENST00000322344, ENST00000631020, ENST00000596014, ENST00000600573	616267	ID	AR
1348	PNP	ENST00000361505	613179	Metabolic-ID	AR
1349	PNPLA1	ENST00000312917, ENST00000388715	615024	Dermatologic	AR
1350	PNPLA2	ENST00000336615	610717	Metabolic	AR
1351	PNPLA6	ENST00000221249, ENST00000545201, ENST00000414982, ENST00000450331, ENST00000600737	612020	Metabolic-ID	AR
1352	PNPO	ENST00000642017, ENST00000225573, ENST00000434554	610090	Metabolic	AR
1353	PNPT1	ENST00000447944, ENST00000625249	614932	Metabolic	AR
1354	POC1A	ENST00000296484, ENST00000394970, ENST00000474012	614813	Multi-system	AR
1355	POC1B	ENST00000393179, ENST00000313546, ENST00000549035, ENST00000549504	615973	Blindness	AR
1356	POLG	ENST00000268124, ENST00000442287	203700	Metabolic-ID	AR-AD
1357	POLH	ENST00000372236, ENST00000372226	278750	Multi-system	AR
1358	POLR1C	ENST00000372389, ENST00000372344, ENST00000304004	616494	Multi-system	AR
1359	POLR1D	ENST00000636817, ENST00000637180, ENST00000621089, ENST00000302979, ENST00000399697, ENST00000489647, ENST00000630983, ENST00000637071, ENST00000399696	613717	Multi-system	AR-AD
1360	POLR3A	ENST00000616246, ENST00000372371	607694	Metabolic-ID	AR
1361	POLR3B	ENST00000228347, ENST00000539066	614381	Metabolic-ID	AR
1362	POMC	ENST00000380794, ENST00000405623, ENST00000264708, ENST00000395826	609734	Dermatologic	AR
1363	POMGNT1	ENST00000396420, ENST00000371984, ENST00000371992	253280	Metabolic-ID	AR
1364	POMGNT2	ENST00000441964, ENST00000344697	614830	Metabolic-ID	AR
1365	POMK	ENST00000614426, ENST00000331373	615249	Metabolic-ID	AR
1366	POMT1	ENST00000404875, ENST00000423007, ENST00000341012, ENST00000372228, ENST00000402686	236670	Metabolic-ID	AR
1367	POMT2	ENST00000261534	613150	Metabolic-ID	AR
1368	POP1	ENST00000401707, ENST00000349693	617396	Skeletal	AR
1369	POR	ENST00000461988, ENST00000394893, ENST00000439269	201750	Multi-system	AR
1370	POU1F1	ENST00000350375, ENST00000344265, ENST00000560656	613038	ID	AR-AD
1371	PPA2	ENST00000341695, ENST00000348706, ENST00000354147, ENST00000432483	617223;617222	Metabolic	AR
1372	PPIB	ENST00000300026	259440	Skeletal	AR
1373	PPP1R15B	ENST00000367188	616817	ID	AR
1374	PPT1	ENST00000642050, ENST00000641471, ENST00000530076, ENST00000433473, ENST00000641319, ENST00000439754, ENST00000449045	256730	Metabolic-ID	AR
1375	PRCD	ENST00000592014, ENST00000586148	610599	Blindness	AR-AD
1376	PRDM12	ENST00000253008	616488	Neuromuscular	AR
1377	PRDM5	ENST00000264808, ENST00000428209, ENST00000515109, ENST00000394435	614170	Blindness	AR
1378	PRDX1	ENST00000262746, ENST00000319248, ENST00000372079	277400	Metabolic-ID	AR
1379	PREPL	ENST00000541738, ENST00000409411, ENST00000409957, ENST00000409936, ENST00000260648, ENST00000409272, ENST00000410081, ENST00000378520, ENST00000378511	616224	Neuromuscular	AR
1380	PRF1	ENST00000638674, ENST00000373209, ENST00000441259	603553	Multi-system	AR
1381	PRG4	ENST00000367483, ENST00000367485, ENST00000445192, ENST00000635041	208250	Skeletal	AR
1382	PRICKLE1	ENST00000345127, ENST00000639589, ENST00000445766, ENST00000640132, ENST00000455697, ENST00000640055, ENST00000548696, ENST00000639566, ENST00000552240	612437	Neuromuscular	AR
1383	PRKCD	ENST00000394729, ENST00000330452	615559	Immune system	AR
1384	PRKDC	ENST00000314191, ENST00000338368	615966	Immune system	AR
1385	PRKN	ENST00000366898, ENST00000366896, ENST00000366897, ENST00000338468, ENST00000366894, ENST00000366892, ENST00000610470, ENST00000612485, ENST00000615065, ENST00000612540	600116	Multi-system	AR
1386	PRKRA	ENST00000325748, ENST00000487082, ENST00000432031	612067	Neuromuscular	AR
1387	PRMT7	ENST00000449359, ENST00000339507, ENST00000441236	617157	ID	AR
1388	PROC	ENST00000234071, ENST00000409048	612304	Hematologic	AR-AD
1389	PRODH	ENST00000610940, ENST00000420436, ENST00000334029, ENST00000357068	239500	Metabolic-ID	AR
1390	PROM1	ENST00000447510, ENST00000539194, ENST00000540805, ENST00000505450, ENST00000508167, ENST00000510224	612095	Blindness	AR-AD
1391	PROP1	ENST00000308304	262600	Multi-system	AR
1392	PROS1	ENST00000394236, ENST00000407433	614514	Hematologic	AR-AD
1393	PRSS12	ENST00000296498	249500	ID	AR
1394	PRSS56	ENST00000449534, ENST00000617714	613517	Blindness	AR
1395	PRUNE1	ENST00000271620, ENST00000368937, ENST00000368936, ENST00000368935, ENST00000368934	617481	ID	AR
1396	PRX	ENST00000291825, ENST00000324001	614895	Neuromuscular	AR-AD
1397	PSAP	ENST00000394936, ENST00000394934, ENST00000610929	611721	Metabolic-ID	AR
1398	PSAT1	ENST00000347159, ENST00000376588	616038	Metabolic-ID	AR
1399	PSMB8	ENST00000395339, ENST00000374882, ENST00000374881	256040	Multi-system	AR
1400	PSMC3IP	ENST00000393795, ENST00000253789, ENST00000587209, ENST00000590760	614324	Endocrine	AR
1401	PSPH	ENST00000275605, ENST00000395471	614023	Metabolic-ID	AR
1402	PTF1A	ENST00000376504	615935	ID	AR
1403	PTH1R	ENST00000449590, ENST00000418619, ENST00000430002, ENST00000313049	215045	Multi-system	AR-AD
1404	PTPN14	ENST00000366956, ENST00000543945	613611	Dermatologic	AR
1405	PTPRC	ENST00000442510, ENST00000348564, ENST00000367364, ENST00000413409	608971	Immune system	AR
1406	PTPRO	ENST00000281171, ENST00000348962, ENST00000442921, ENST00000445537, ENST00000542557, ENST00000544244, ENST00000543886	614196	Cilia+Kidney	AR
1407	PTPRQ	ENST00000266688, ENST00000547485	613391	Deafness	AR-AD
1408	PTRH2	ENST00000393038, ENST00000409433, ENST00000470557	616263	Metabolic-ID	AR
1409	PTS	ENST00000280362, ENST00000525803, ENST00000524931	261640	Metabolic-ID	AR
1410	PUS1	ENST00000443358, ENST00000376649, ENST00000542167, ENST00000535067	600462	Metabolic-ID	AR
1411	PUS3	ENST00000530811, ENST00000227474, ENST00000613398	617051	ID	AR
1412	PXDN	ENST00000252804	269400	Blindness	AR
1413	PYCR1	ENST00000329875, ENST00000337943, ENST00000403172, ENST00000619204, ENST00000629768, ENST00000577756, ENST00000402252	612940	Metabolic-ID	AR
1414	PYCR2	ENST00000612651, ENST00000612039, ENST00000343818	616420	Metabolic-ID	AR
1415	PYGL	ENST00000532462, ENST00000544180, ENST00000216392	232700	Metabolic	AR
1416	PYGM	ENST00000377432, ENST00000164139	232600	Metabolic	AR
1417	PYROXD1	ENST00000240651, ENST00000538582	617258	Metabolic	AR
1418	QARS	ENST00000306125, ENST00000414533, ENST00000464962	615760	ID	AR
1419	QDPR	ENST00000513615, ENST00000281243, ENST00000428702, ENST00000508623	261630	Metabolic-ID	AR
1420	RAB18	ENST00000535776, ENST00000611151, ENST00000356940, ENST00000375802, ENST00000621805	614222	ID	AR
1421	RAB23	ENST00000468148, ENST00000317483	201000	ID	AR
1422	RAB27A	ENST00000336787, ENST00000396307, ENST00000564609, ENST00000569493	607624	ID	AR
1423	RAB28	ENST00000288723, ENST00000330852, ENST00000338176, ENST00000630951	615374	Blindness	AR
1424	RAB33B	ENST00000305626	615222	Skeletal	AR
1425	RAB3GAP1	ENST00000264158, ENST00000442034, ENST00000539493, ENST00000425393	600118	ID	AR
1426	RAB3GAP2	ENST00000358951	212720	ID	AR
1427	RAD50	ENST00000378823	613078	Multi-system	AR-AD
1428	RAD51C	ENST00000583539, ENST00000337432, ENST00000421782	613390	Multi-system	AR
1429	RAG1	ENST00000299440	601457	Multi-system	AR
1430	RAG2	ENST00000311485, ENST00000618712	233650	Multi-system	AR
1431	RAPSN	ENST00000298854, ENST00000352508, ENST00000524487, ENST00000529341	208150	Neuromuscular	AR
1432	RARS	ENST00000231572, ENST00000626454	616140	Neuromuscular	AR
1433	RARS2	ENST00000369536	611523	Metabolic-ID	AR
1434	RAX	ENST00000256852, ENST00000334889	611038	Blindness	AR
1435	RBBP8	ENST00000327155, ENST00000399722, ENST00000399725, ENST00000360790, ENST00000581687	251255	ID	AR
1436	RBCK1	ENST00000356286, ENST00000640614, ENST00000353660, ENST00000382181, ENST00000475269, ENST00000400247	615895	Metabolic	AR
1437	RBM8A	ENST00000583313, ENST00000369307, ENST00000632555	274000	Multi-system	AR
1438	RBP4	ENST00000371464, ENST00000371467, ENST00000629763, ENST00000371469	615147	Multi-system	AR-AD
1439	RCBTB1	ENST00000258646, ENST00000378302	617175	ID	AR
1440	RD3	ENST00000367002	610612	Blindness	AR
1441	RDH12	ENST00000551171, ENST00000267502	612712	Metabolic	AR-AD
1442	RDH5	ENST00000547072, ENST00000257895, ENST00000548082	136880	Metabolic	AR-AD
1443	RDX	ENST00000528498, ENST00000405097, ENST00000528900, ENST00000530301, ENST00000544551, ENST00000343115	611022	Deafness	AR
1444	RECQL4	ENST00000621189, ENST00000617875	218600	ID	AR
1445	REEP6	ENST00000233596	617304	Blindness	AR
1446	RELN	ENST00000343529, ENST00000424685, ENST00000428762	257320	ID	AR
1447	REN	ENST00000272190, ENST00000638118	267430	Cilia+Kidney	AR-AD
1448	RETREG1	ENST00000306320, ENST00000399793	613115	Neuromuscular	AR
1449	RFT1	ENST00000296292, ENST00000394738	612015	Metabolic-ID	AR
1450	RFX5	ENST00000290524, ENST00000368870, ENST00000452671	209920	Immune system	AR
1451	RFX6	ENST00000332958	615710	Endocrine	AR
1452	RFXANK	ENST00000303088, ENST00000456252, ENST00000407360, ENST00000392324	209920	Immune system	AR
1453	RFXAP	ENST00000255476	209920	Immune system	AR
1454	RGR	ENST00000358110, ENST00000359452, ENST00000372092	613769	Blindness	AR-AD
1455	RHO	ENST00000296271	610445	Blindness	AR-AD
1456	RIN2	ENST00000255006, ENST00000440354	613075	Dermatologic	AR
1457	RIPK4	ENST00000352483, ENST00000332512	263650	Multi-system	AR
1458	RLBP1	ENST00000268125	607475	Blindness	AR-AD
1459	RMND1	ENST00000622845, ENST00000336451, ENST00000367303	614922	Metabolic-ID	AR
1460	RMRP	ENST00000602361	607095	-	AR
1461	RNASEH1	ENST00000315212	616479	Metabolic	AR
1462	RNASEH2A	ENST00000221486	610333	ID	AR
1463	RNASEH2B	ENST00000336617, ENST00000422660, ENST00000611510	610181	ID	AR
1464	RNASEH2C	ENST00000308418, ENST00000528220, ENST00000527610	610329	ID	AR
1465	RNASET2	ENST00000366855, ENST00000508775, ENST00000620173, ENST00000476238, ENST00000611959	612951	ID	AR
1466	RNF168	ENST00000318037	611943	Immune system	AR
1467	RNF216	ENST00000425013, ENST00000389902	212840	Neuromuscular	AR
1468	ROBO3	ENST00000397801, ENST00000538940, ENST00000543966	607313	Multi-system	AR
1469	ROGDI	ENST00000322048	226750	ID	AR
1470	ROR2	ENST00000375715, ENST00000375708	268310	ID	AR-AD
1471	RORC	ENST00000356728, ENST00000318247	616622	Immune system	AR
1472	RP1	ENST00000636932, ENST00000637698, ENST00000220676	180100	Blindness	AR-AD
1473	RPE65	ENST00000262340	204100	Metabolic	AR
1474	RPGRIP1	ENST00000556336, ENST00000557771, ENST00000400017, ENST00000382933	608194	Blindness	AR-AD
1475	RPGRIP1L	ENST00000262135, ENST00000621565, ENST00000379925, ENST00000563746, ENST00000564374, ENST00000568653, ENST00000566096	216360	ID	AR
1476	RPIA	ENST00000283646	608611	Metabolic	AR
1477	RRM2B	ENST00000251810, ENST00000621845, ENST00000395912, ENST00000519317, ENST00000519962	612075	Metabolic-ID	AR-AD
1478	RSPH1	ENST00000291536, ENST00000398352	615481	Cilia+Kidney	AR
1479	RSPH3	ENST00000367069, ENST00000449822, ENST00000252655	616481	Cilia+Kidney	AR
1480	RSPH4A	ENST00000368581, ENST00000229554, ENST00000368580	612649	Cilia+Kidney	AR-AD
1481	RSPH9	ENST00000372163, ENST00000372165	612650	Multi-system	AR-AD
1482	RSPO1	ENST00000612451, ENST00000615459, ENST00000356545, ENST00000401068	610644	Multi-system	AR
1483	RSPO2	ENST00000517939, ENST00000517781, ENST00000276659	618021	Multi-system	AR
1484	RSPO4	ENST00000217260, ENST00000400634	206800	Dermatologic	AR
1485	RSPRY1	ENST00000394420, ENST00000537866	616723	ID	AR
1486	RTEL1	ENST00000318100, ENST00000370018, ENST00000508582, ENST00000360203, ENST00000370003	615190	ID	AR-AD
1487	RTN4IP1	ENST00000369063, ENST00000539449	616732	Metabolic-ID	AR
1488	RTTN	ENST00000640769, ENST00000255674, ENST00000578780	614833	ID	AR
1489	RUSC2	ENST00000455600	617773	ID	AR
1490	RYR1	ENST00000355481, ENST00000359596	255320	Metabolic	AR-AD
1491	S1PR2	ENST00000590320	610419	Deafness	AR
1492	SACS	ENST00000402364, ENST00000382292	270550	Metabolic	AR
1493	SAG	ENST00000409110	258100	Blindness	AR
1494	SAMD9	ENST00000620985, ENST00000379958	610455	ID	AR-AD
1495	SAMHD1	ENST00000262878	612952	Metabolic-ID	AR-AD
1496	SAR1B	ENST00000402673, ENST00000507419, ENST00000439578, ENST00000502539, ENST00000509937	246700	Metabolic	AR
1497	SARS2	ENST00000221431, ENST00000594171, ENST00000430193, ENST00000598831, ENST00000600042	613845	Metabolic	AR
1498	SBDS	ENST00000246868, ENST00000617799	260400	ID	AR
1499	SBF1	ENST00000380817, ENST00000348911	615284	Neuromuscular	AR
1500	SBF2	ENST00000256190	604563	Neuromuscular	AR
1501	SC5D	ENST00000264027, ENST00000534230, ENST00000392789	607330	Metabolic-ID	AR
1502	SCAPER	ENST00000563290, ENST00000538941, ENST00000324767	1	ID	AR
1503	SCARB2	ENST00000264896, ENST00000638295, ENST00000640640, ENST00000638603, ENST00000639145, ENST00000639738, ENST00000452464, ENST00000640957	254900	Metabolic	AR
1504	SCARF2	ENST00000622235, ENST00000623402	600920	Multi-system	AR
1505	SCN1B	ENST00000262631, ENST00000638536, ENST00000415950, ENST00000595652, ENST00000640135, ENST00000596348	617350	ID	AR-AD
1506	SCN4A	ENST00000435607	614198	Neuromuscular	AR-AD
1507	SCN9A	ENST00000409672, ENST00000303354, ENST00000409435	243000	Multi-system	AR-AD
1508	SCNN1A	ENST00000360168, ENST00000540037, ENST00000228916, ENST00000396966, ENST00000543768	264350	Cilia+Kidney	AR-AD
1509	SCNN1B	ENST00000343070, ENST00000307331, ENST00000568085, ENST00000568923	264350	Cilia+Kidney	AR-AD
1510	SCNN1G	ENST00000300061	264350	Cilia+Kidney	AR-AD
1511	SCO1	ENST00000255390, ENST00000577427	220110	Metabolic-ID	AR
1512	SCO2	ENST00000395693, ENST00000535425, ENST00000543927, ENST00000252785	604377	Metabolic-ID	AR-AD
1513	SCP2	ENST00000371514, ENST00000528311, ENST00000371509, ENST00000407246, ENST00000371513, ENST00000640998, ENST00000430330, ENST00000408941, ENST00000435345, ENST00000488965	613724	Metabolic	AR
1514	SCYL1	ENST00000270176, ENST00000525364, ENST00000420247, ENST00000533862, ENST00000524944, ENST00000527009, ENST00000279270	616719	Metabolic-ID	AR
1515	SDCCAG8	ENST00000366541	615993	ID	AR
1516	SDHA	ENST00000617470, ENST00000264932, ENST00000504309, ENST00000510361	252011	Metabolic-ID	AR-AD
1517	SDHAF1	ENST00000378887	252011	Metabolic	AR
1518	SDHD	ENST00000375549, ENST00000614349, ENST00000528182, ENST00000528048, ENST00000528021, ENST00000526592, ENST00000525291	252011	Metabolic	AR-AD
1519	SDR9C7	ENST00000293502	617574	Dermatologic	AR
1520	SEC23A	ENST00000537403, ENST00000307712, ENST00000545328, ENST00000548032, ENST00000557280, ENST00000553970, ENST00000625395	607812	Skeletal	AR
1521	SEC23B	ENST00000262544, ENST00000336714, ENST00000377475, ENST00000377465	224100	Metabolic	AR-AD
1522	SEC24D	ENST00000280551, ENST00000511481, ENST00000419654	616294	Skeletal	AR
1523	SECISBP2	ENST00000375807, ENST00000339901, ENST00000534113	609698	Endocrine	AR-AD
1524	SEMA4A	ENST00000355014, ENST00000368285, ENST00000368284, ENST00000368286, ENST00000368282	610283;610282	Multi-system	AR-AD
1525	SEPSECS	ENST00000382103	613811	Metabolic-ID	AR
1526	SERAC1	ENST00000367104, ENST00000367101, ENST00000607000	614739	Metabolic-ID	AR
